path	hits	terms	lines
core/strategies/__init__.py	5	neuro,neuron,kuramoto,entropy,regime	155
core/strategies/fete.py	5	neuro,neuron,oscillat,entropy,regime	497
core/utils/memory_validation.py	5	neuro,neuron,kappa,phase,entropy	749
core/utils/metrics.py	5	neuro,neuron,arousal,forman,phase	2449
cortex_service/app/metrics.py	5	neuro,neuron,coherence,entropy,regime	110
cortex_service/app/sync/ensemble.py	5	neuro,neuron,kuramoto,phase,synchronization	32
cortex_service/tests/test_comprehensive.py	5	neuro,neuron,coherence,entropy,regime	652
docs/CALIBRATION_QUICK_START.md	5	neuro,dopamine,neuromod,forman,regime	243
docs/PRODUCTION_READINESS_GUIDE.md	5	neuro,neuron,free energy,forman,phase	553
docs/RFC_DRO_ARA_STATIONARITY_CONVENTION.md	5	gamma,γ,phase,binding,regime	130
docs/SEROTONIN_IMPLEMENTATION_COMPLETE.md	5	neuro,serotonin,inhibition,forman,oscillat	447
docs/SEROTONIN_PRACTICAL_GUIDE.md	5	neuro,serotonin,desensitization,forman,phase	447
docs/adr/0001-fractal-indicator-composition-architecture.md	5	kuramoto,ricci,forman,phase,entropy	173
docs/data/extended_market_sample.md	5	kuramoto,ricci,forman,phase,regime	197
docs/extending.md	5	neuro,neuron,kuramoto,forman,entropy	724
docs/falsification/serotonin_v2_3_1.md	5	neuro,serotonin,free energy,gamma,phase	23
docs/feature_catalog.md	5	ricci,ollivier,curvature,entropy,regime	103
docs/formal/README.md	5	serotonin,desensitization,free energy,forman,regime	430
docs/kuramoto/CALIBRATION.md	5	gamma,γ,phase,oscillat,regime	76
docs/kuramoto/FALSIFICATION_REPORT.md	5	inhibition,kuramoto,phase,coherence,regime	63
docs/operational_handbook.md	5	kuramoto,forman,entropy,synchronization,regime	191
docs/physics/evidence_matrix.md	5	neuro,gaba,hpc,gamma,coherence	96
docs/pr333_pr_description.md	5	neuro,kuramoto,forman,coherence,entropy	37
docs/releases/geosync-reality-validation-cycle-2026-04-27.md	5	hpc,coherence,binding,regime,roughness	240
docs/research/pncc/thermodynamic_budget.md	5	cns,hpc,free energy,forman,entropy	210
docs/testing/pr_validation_matrix.md	5	neuro,hpc,free energy,forman,entropy	77
evolution/crisis_ga.py	5	neuro,neuron,cns,reward,homeostasis	195
examples/observer_cpt_schema_demo.py	5	neuro,neuron,hpc,γ,coherence	177
examples/serotonin_observability_demo.py	5	neuro,neuron,serotonin,desensitization,forman	286
examples/simple_market_feed_demo.py	5	neuro,neuron,dopamine,prediction error,reward	75
execution/resilience/README.md	5	neuro,dopamine,prediction error,reward,forman	468
experiments/dro_ara_calibration/rigor_report.py	5	neuro,neuron,κ,kuramoto,ricci	365
experiments/dro_ara_calibration/run_grid_search.py	5	neuro,neuron,gamma,kappa,κ	532
formal/proof_invariant.py	5	neuro,neuron,free energy,coherence,regime	559
geosync/neural_controller/README.md	5	dopamine,basal,kuramoto,forman,regime	73
geosync/neural_controller/config/neural_params.yaml	5	neuro,homeostasis,gamma,kappa,regime	68
geosync/neural_controller/core/emh_model.py	5	neuro,neuron,reward,gamma,kappa	94
geosync/neural_controller/core/params.py	5	neuro,neuron,gamma,kappa,regime	113
geosync/neural_controller/estimation/ekf.py	5	neuro,neuron,reward,gamma,kappa	89
geosync/neuroeconomics/control_value.py	5	neuro,neuron,kappa,κ,entropy	107
geosync_hpc/hpc_performance_profiling.py	5	neuro,neuron,hpc,reward,forman	310
geosync_pro/estimation/ekf.py	5	neuro,neuron,reward,gamma,kappa	105
nak_controller/docs/AAR_SPEC.md	5	neuro,dopamine,serotonin,prediction error,neuromod	360
nak_controller/tests/test_aar.py	5	neuro,neuron,dopamine,serotonin,forman	951
reports/AUDIT_EXECUTIVE_SUMMARY_2025_12_08.md	5	neuro,neuron,free energy,forman,lyapunov	441
reports/technical_debt_assessment.md	5	kuramoto,ricci,forman,curvature,phase	34
research/askar/prime_architect_vx.py	5	gamma,γ,ricci,phase,regime	922
research/askar/ricci_wide_panel_final.py	5	kappa,κ,ricci,forman,curvature	269
research/microstructure/CHANGELOG.L2.md	5	ricci,forman,coherence,entropy,regime	97
research/microstructure/SESSION_STATE.md	5	ricci,forman,coherence,entropy,regime	141
research/microstructure/visualize.py	5	kappa,κ,ricci,entropy,regime	768
results/cross_asset_kuramoto/DRO_ARA_DEPENDENCY.md	5	gamma,γ,kuramoto,phase,regime	39
results/cross_asset_kuramoto/demo/DEMO_BRIEF.md	5	neuro,kuramoto,forman,phase,regime	50
results/fx_native_foundation/DRO_ARA_DEPENDENCY.md	5	gamma,γ,kuramoto,phase,regime	72
rl/core/reward_prediction_error.py	5	neuro,neuron,prediction error,reward,gamma	53
runtime/misanthropic_agent.py	5	neuro,neuron,reward,kappa,coherence	869
runtime/thermo_config.py	5	neuro,neuron,cns,free energy,forman	798
sandbox/control/thermo_prototype.py	5	neuro,neuron,free energy,forman,entropy	422
scripts/admission_check.py	5	neuro,neuron,free energy,gamma,entropy	126
scripts/generate_market_feed_samples.py	5	neuro,neuron,dopamine,phase,regime	233
scripts/performance/compare_performance.py	5	neuro,neuron,kuramoto,forman,phase	447
scripts/run_local_sim.py	5	neuro,neuron,kuramoto,ricci,phase	358
scripts/serotonin_certify.py	5	neuro,neuron,serotonin,basal,regime	175
src/geosync/core/neuro/desensitization/gate.py	5	neuro,neuron,reward,desensitization,phase	82
src/geosync/core/neuro/nak/controller.py	5	neuro,neuron,desensitization,phase,regime	180
src/geosync/features/__init__.py	5	neuro,neuron,kuramoto,ricci,curvature	22
src/geosync/indicators/__init__.py	5	neuro,neuron,kuramoto,ricci,phase	125
tests/core/neuro/dopamine/test_dopamine_controller.py	5	neuro,neuron,dopamine,reward,gamma	175
tests/core/neuro/dopamine/test_dopamine_invariants_properties.py	5	neuro,neuron,dopamine,gamma,γ	308
tests/core/test_indicators_kuramoto.py	5	neuro,neuron,kuramoto,phase,oscillat	150
tests/core/test_neuro_ecs_regulator.py	5	neuro,neuron,aversion,lyapunov,regime	156
tests/geosync_hpc/test_backtest_runtime_reset.py	5	neuro,neuron,hpc,gamma,regime	315
tests/geosync_hpc/test_hpc_ablation_studies.py	5	neuro,neuron,hpc,reward,forman	383
tests/integration/test_dimensional_guards.py	5	neuro,neuron,γ,coherence,entropy	381
tests/integration/test_kuramoto_kelly_pipeline.py	5	neuro,neuron,kuramoto,coherence,regime	284
tests/integration/test_substrate_gate_chain.py	5	neuro,neuron,γ,coherence,entropy	411
tests/performance/test_indicator_benchmarks.py	5	neuro,neuron,kuramoto,phase,coherence	129
tests/performance/test_memory_regression.py	5	neuro,neuron,kuramoto,phase,entropy	107
tests/property/research_extensions/test_ho_sparse_properties.py	5	neuro,neuron,hpc,kuramoto,phase	242
tests/property/test_entropy_phase_properties.py	5	neuro,neuron,kuramoto,phase,entropy	206
tests/property/test_invariants.py	5	neuro,neuron,kuramoto,ricci,coherence	58
tests/strategies/test_trading_composer.py	5	neuro,neuron,kappa,kuramoto,phase	351
tests/test_action_gate.py	5	neuro,neuron,dopamine,serotonin,gamma	124
tests/test_augmented_ricci.py	5	kappa,κ,ricci,forman,curvature	80
tests/test_hebbian_plasticity.py	5	neuro,plasticity,reward,phase,regime	109
tests/test_physics_parametrized.py	5	neuro,gamma,ricci,curvature,regime	231
tests/test_signal_invariants.py	5	gamma,kuramoto,phase,coherence,regime	107
tests/unit/coherence/test_composite_binding_structure.py	5	neuro,neuron,hpc,coherence,binding	276
tests/unit/coherence/test_global_parity_witness.py	5	neuro,neuron,cns,hpc,coherence	467
tests/unit/config/test_heavy_math_jobs.py	5	neuro,neuron,kuramoto,ricci,curvature	61
tests/unit/config/test_kuramoto_ricci_config.py	5	neuro,neuron,kuramoto,ricci,coherence	233
tests/unit/core/neuro/test_gaba_position_gate.py	5	neuro,neuron,gaba,plasticity,inhibition	260
tests/unit/core/test_kuramoto_engine.py	5	neuro,neuron,kuramoto,phase,synchronization	305
tests/unit/core/test_kuramoto_identification.py	5	neuro,neuron,kuramoto,phase,oscillat	455
tests/unit/core/test_kuramoto_validation.py	5	neuro,neuron,kuramoto,phase,oscillat	371
tests/unit/core/utils/test_memory_validation.py	5	neuro,neuron,kappa,phase,entropy	531
tests/unit/geosync/core/neuro/serotonin/test_fixes_standalone.py	5	neuro,neuron,serotonin,desensitization,oscillat	351
tests/unit/geosync/core/neuro/serotonin/test_observability.py	5	neuro,neuron,serotonin,desensitization,forman	299
tests/unit/geosync/core/neuro/serotonin/test_serotonin_controller_simplified.py	5	neuro,neuron,serotonin,desensitization,oscillat	594
tests/unit/geosync/features/test_features.py	5	neuro,neuron,kappa,ricci,curvature	253
tests/unit/geosync/regime/test_ews.py	5	neuro,neuron,kappa,curvature,regime	180
tests/unit/geosync/test_indicators_public_api.py	5	neuro,neuron,kuramoto,ricci,phase	192
tests/unit/indicators/test_hierarchical_features.py	5	neuro,neuron,phase,coherence,entropy	65
tests/unit/neuro/test_advanced_neuroecon.py	5	neuro,neuron,dopamine,reward,entropy	131
tests/unit/neuro/test_amm.py	5	neuro,neuron,kappa,ricci,entropy	93
tests/unit/physics/test_T13_free_energy_components.py	5	neuro,neuron,free energy,entropy,regime	102
tests/unit/physics/test_T22_lyapunov_spectral.py	5	kuramoto,oscillat,lyapunov,synchronization,regime	262
tests/unit/physics/test_T26_landauer_witness.py	5	neuro,neuron,hpc,entropy,regime	323
tests/unit/physics/test_T2_explosive_sync.py	5	neuro,neuron,hpc,kuramoto,synchronization	191
tests/unit/physics/test_T4_higher_order_kuramoto.py	5	neuro,neuron,hpc,kuramoto,phase	225
tests/unit/physics/test_T5_tsallis_gate.py	5	neuro,neuron,κ,entropy,regime	130
tests/unit/physics/test_T9_kuramoto_transitions.py	5	neuro,neuron,kuramoto,oscillat,regime	152
tests/unit/physics/test_arrow_of_time.py	5	neuro,neuron,hpc,coherence,entropy	175
tests/unit/physics/test_jacobson_observer_coherence.py	5	neuro,neuron,hpc,coherence,entropy	183
tests/unit/regimes/test_regime_front_roughness_witness.py	5	neuro,neuron,hpc,regime,roughness	262
tests/unit/strategies/test_neuro_geosync.py	5	neuro,neuron,kuramoto,curvature,phase	148
tests/unit/test_indicators_kuramoto.py	5	neuro,neuron,kuramoto,phase,coherence	419
tests/unit/test_indicators_kuramoto_multiscale.py	5	neuro,neuron,kuramoto,phase,coherence	322
tests/unit/test_indicators_temporal_ricci.py	5	neuro,neuron,ricci,curvature,regime	176
tools/mutation/falsifier_forge.py	5	neuro,neuron,binding,regime,roughness	244
tools/synthetic_l2/regimes.py	5	neuro,neuron,kuramoto,ricci,regime	248
.claude/physics/GABA_THEORY.md	4	neuro,gaba,basal,inhibition	73
analytics/amm_metrics.py	4	neuro,neuron,kappa,forman	70
analytics/fpma/src/adapters/local.py	4	neuro,neuron,aversion,regime	462
analytics/portfolio_attribution.py	4	neuro,neuron,forman,regime	634
analytics/regime/src/consensus/hncm_adapter.py	4	neuro,neuron,reward,regime	306
analytics/regime/tests/test_hncm_consensus.py	4	neuro,neuron,reward,regime	137
analytics/regime/tests/test_hncm_neuro.py	4	neuro,neuron,reward,regime	44
analytics/regime/tests/test_ricci_flow.py	4	neuro,neuron,ricci,regime	27
analytics/signals/irreversibility.py	4	neuro,neuron,entropy,regime	1098
analytics/staging/flash_crash_replay.py	4	neuro,neuron,free energy,phase	397
analytics/tests/test_portfolio_attribution.py	4	neuro,neuron,gamma,regime	200
application/runtime/server.py	4	neuro,neuron,serotonin,binding	226
artifacts/working_stack/20260328T151401/00_reality_map.md	4	neuro,kuramoto,ricci,synchronization	45
backtest/__init__.py	4	neuro,neuron,dopamine,forman	51
backtest/performance.py	4	neuro,neuron,aversion,forman	326
backtest/strategies/amm_combo.py	4	neuro,neuron,kappa,entropy	75
backtest/synthetic.py	4	neuro,neuron,entropy,regime	415
bench/bench_pipeline.py	4	neuro,neuron,ricci,forman	89
coherence_bridge/metrics.py	4	gamma,kuramoto,coherence,regime	90
coherence_bridge/risk_gate.py	4	gamma,coherence,entropy,regime	195
core/accelerators/numeric.py	4	neuro,neuron,forman,synchronization	773
core/agent/IMPLEMENTATION_SUMMARY.md	4	neuro,neuron,forman,regime	289
core/agent/prompting/pqf_pscs.py	4	neuro,neuron,entropy,binding	393
core/config/__init__.py	4	neuro,neuron,kuramoto,ricci	126
core/cross_asset_kuramoto/signal.py	4	hpc,kuramoto,phase,regime	221
core/data/README.md	4	neuro,hippocampus,aversion,forman	450
core/data/market_feed.py	4	neuro,neuron,dopamine,synchronization	388
core/data/market_feed_generator.py	4	neuro,neuron,dopamine,regime	345
core/dro_ara/README.md	4	gamma,γ,entropy,regime	136
core/dro_ara/__init__.py	4	neuro,neuron,gamma,regime	49
core/engine/energy.py	4	neuro,neuron,free energy,entropy	258
core/indicators/ensemble_divergence.py	4	neuro,neuron,kuramoto,phase	293
core/indicators/entropy.py	4	neuro,neuron,entropy,regime	747
core/indicators/trading.py	4	neuro,neuron,kuramoto,phase	633
core/kuramoto/delay_estimator.py	4	neuro,neuron,phase,oscillat	462
core/kuramoto/early_stopping.py	4	neuro,neuron,kuramoto,phase	163
core/kuramoto/engine.py	4	neuro,neuron,kuramoto,phase	242
core/kuramoto/jax_engine.py	4	neuro,neuron,kuramoto,phase	250
core/neuro/__init__.py	4	neuro,neuron,dopamine,entropy	148
core/neuro/adapters/geosync_adapter.py	4	neuro,neuron,curvature,entropy	74
core/neuro/advanced/__init__.py	4	neuro,neuron,dopamine,entropy	108
core/neuro/advanced/config.py	4	neuro,neuron,dopamine,aversion	97
core/neuro/advanced/divergence.py	4	neuro,neuron,oscillat,entropy	264
core/neuro/advanced/motivation.py	4	neuro,neuron,prediction error,reward	307
core/neuro/advanced/quantum.py	4	neuro,neuron,active inference,entropy	183
core/neuro/advanced/types.py	4	neuro,neuron,reward,regime	69
core/neuro/quantile.py	4	neuro,neuron,forman,phase	342
core/neuro/shocks.py	4	neuro,neuron,reward,phase	248
core/neuro/tests/test_fractal_regulator.py	4	neuro,neuron,oscillat,regime	508
core/orchestrator/interaction_sequencer.py	4	neuro,neuron,neuromod,phase	366
core/orchestrator/mode_orchestrator.py	4	neuro,neuron,kappa,oscillat	291
core/physics/anchored_substrate_gate.py	4	neuro,neuron,hpc,entropy	222
core/physics/free_energy_trading_gate.py	4	neuro,neuron,free energy,entropy	248
core/physics/gravitational_coupling.py	4	neuro,neuron,kuramoto,oscillat	152
core/physics/newtonian_dynamics.py	4	neuro,neuron,free energy,entropy	167
core/physics/relativity.py	4	neuro,neuron,gamma,γ	213
core/physics/thermodynamic_budget.py	4	neuro,neuron,hpc,entropy	425
core/risk_monitoring/framework.py	4	neuro,neuron,forman,regime	665
core/strategies/trading.py	4	neuro,neuron,kuramoto,binding	161
core/validation/physics_validator.py	4	neuro,neuron,free energy,entropy	431
cortex_service/CONTRIBUTING.md	4	neuro,neuron,forman,regime	445
cortex_service/app/memory/experimental/fractal_pelm_gpu.py	4	neuro,neuron,phase,coherence	761
cortex_service/app/schemas.py	4	neuro,neuron,kuramoto,regime	185
cortex_service/scripts/calibrate_lyapunov_threshold.py	4	neuro,neuron,lyapunov,regime	105
cortex_service/tests/test_calibrate_lyapunov_threshold.py	4	neuro,neuron,lyapunov,regime	131
cortex_service/tests/test_fractal_pelm_gpu.py	4	neuro,neuron,phase,coherence	528
data/README.md	4	kuramoto,ricci,phase,regime	150
docs/CLAIMS.yaml	4	hpc,kuramoto,ricci,regime	136
docs/DRO_ARA_CALIBRATION_REPORT_v2.md	4	κ,kuramoto,ricci,regime	137
docs/METRICS_CONTRACT.md	4	dopamine,free energy,forman,phase	290
docs/MODULE_INTERACTION_ORCHESTRATOR.md	4	neuro,neuromod,forman,phase	354
docs/NEURO-TO-DIGITAL-ONTOLOGY.md	4	neuro,phase,coherence,entropy	17
docs/OPERATIONAL_ARTIFACTS_INDEX.md	4	free energy,forman,phase,synchronization	529
docs/api/contracts.md	4	kappa,ricci,phase,entropy	559
docs/architecture/module_interaction_orchestration.md	4	neuro,neuromod,forman,phase	403
docs/archive/LEGACY_20241211_MODULE_ORCHESTRATION_SUMMARY.md	4	neuro,neuromod,forman,phase	296
docs/data/README.md	4	neuro,cns,neuromod,forman	332
docs/kuramoto/METHODOLOGY.md	4	kuramoto,phase,coherence,entropy	108
docs/monitoring.md	4	kuramoto,ricci,forman,regime	1044
docs/neuroecon.md	4	neuro,dopamine,reward,gamma	88
docs/operations/SETUP.md	4	neuro,neuron,kuramoto,phase	469
docs/operations/TESTING.md	4	neuro,kuramoto,forman,phase	581
docs/rebus_ci_validation.md	4	kuramoto,forman,coherence,entropy	44
docs/releases/replay_manifest_2026_04_27.yaml	4	neuro,neuron,coherence,regime	83
docs/research/capital_weighted_kuramoto.md	4	gamma,γ,kuramoto,oscillat	72
docs/research/physics_2026/source_pack.yaml	4	binding,regime,roughness,effective depth	166
docs/research/pncc/evidence_ledger.md	4	neuro,cns,free energy,forman	212
docs/research/sentiment_ricci_interpretation.md	4	kappa,ricci,forman,curvature	74
examples/dopamine_td_backtest_example.py	4	neuro,neuron,dopamine,gamma	101
examples/optimization_examples.py	4	neuro,neuron,ricci,forman	783
examples/serotonin_practical_integration.py	4	neuro,neuron,serotonin,desensitization	391
examples/walk_forward_physics_backtest.py	4	hpc,kuramoto,phase,lyapunov	258
formal/cryptographic_proofs.py	4	neuro,neuron,entropy,binding	1118
formal/protocol_verification.py	4	neuro,neuron,entropy,binding	685
geosync/analytics/backtest_metrics.py	4	neuro,neuron,reward,forman	557
geosync/estimators/dfa_gamma_estimator.py	4	neuro,neuron,gamma,γ	203
geosync/estimators/gamma_estimator.py	4	neuro,neuron,gamma,γ	157
geosync/estimators/lyapunov_estimator.py	4	neuro,neuron,phase,lyapunov	161
geosync/neural_controller/integration/adapter.py	4	neuro,neuron,reward,regime	123
geosync/neuroeconomics/context_memory.py	4	neuro,neuron,reward,regime	119
geosync/neuroeconomics/epistemic_action.py	4	neuro,free energy,active inference,regime	173
geosync/neuroeconomics/metacognition.py	4	cns,gamma,γ,regime	410
geosync/neuroeconomics/pnl_attribution.py	4	neuro,neuron,coherence,regime	194
geosync/neuroeconomics/prior_integration.py	4	neuro,neuron,entropy,regime	139
geosync_hpc/backtest.py	4	neuro,neuron,gamma,regime	222
geosync_hpc/hpc_exploration_tuning.py	4	neuro,neuron,hpc,reward	308
geosync_hpc/hpc_real_data_backtest.py	4	neuro,neuron,hpc,forman	467
geosync_hpc/hpc_validation.py	4	neuro,neuron,hpc,reward	360
geosync_hpc/regimes/regime_front_roughness_witness.py	4	neuro,neuron,regime,roughness	242
geosync_hpc/session_fsm.py	4	neuro,neuron,hpc,phase	182
geosync_hpc/synthetic.py	4	neuro,neuron,hpc,regime	79
markets/regime/detector.py	4	neuro,neuron,phase,regime	258
modules/README.md	4	gaba,inhibition,forman,regime	214
modules/agent_coordinator.py	4	neuro,neuron,coherence,entropy	1125
nak_controller/aar/__init__.py	4	neuro,neuron,dopamine,serotonin	109
physics_contracts/law.py	4	neuro,neuron,kuramoto,binding	219
pyproject.toml	4	neuro,kuramoto,forman,coherence	318
reports/POLICY_BINDING_MAP.md	4	neuro,kuramoto,binding,regime	36
reports/TECH_DEBT_REGISTRY.md	4	kuramoto,ricci,forman,phase	240
reports/neuro_optimizer_profiling.md	4	neuro,neuromod,forman,coherence	63
reports/release_readiness.md	4	kuramoto,ricci,curvature,entropy	35
research/askar/regime_experiment.py	4	ricci,forman,phase,regime	1019
research/askar/sentiment_node_ricci_graph.py	4	kappa,ricci,forman,curvature	299
research/kernels/ricci_on_spread.py	4	kappa,ricci,forman,curvature	116
research/microstructure/robustness.py	4	gamma,γ,κ,ricci	378
research/robustness/protocols/kuramoto_jitter_executor.py	4	neuro,neuron,kuramoto,curvature	64
research/robustness/protocols/kuramoto_jitter_suite.py	4	neuro,neuron,kuramoto,regime	106
results/askar_prime_architect_vx/audit_log_vX.md	4	gamma,γ,ricci,regime	177
results/briefs/2026_04_18_BRIEF.md	4	κ,ricci,oscillat,regime	40
results/fx_native_foundation/KURAMOTO_RELATION.md	4	kuramoto,phase,binding,regime	130
results/wave1_fx/PREREG.md	4	neuro,neuron,ricci,forman	150
rl/core/adaptation_hooks.py	4	neuro,neuron,hpc,prediction error	52
runtime/energy_validator.py	4	neuro,neuron,reward,free energy	395
runtime/recovery_agent.py	4	neuro,neuron,reward,gamma	196
runtime/thermo_cache.py	4	neuro,neuron,forman,entropy	347
scripts/README_gen_synth_amm_data.md	4	kappa,curvature,synchronization,regime	116
scripts/README_generate_sample_ohlcv.md	4	kuramoto,ricci,phase,regime	197
scripts/README_smoke_e2e.md	4	kappa,kuramoto,ricci,forman	343
scripts/check_cns_ontology_usage.py	4	neuro,neuron,cns,coherence	247
scripts/data_annotation/annotation_suite.py	4	neuro,neuron,kappa,entropy	571
scripts/demo_cross_asset_kuramoto.py	4	kuramoto,forman,phase,regime	558
scripts/nightly/regression.py	4	neuro,neuron,forman,regime	642
scripts/polygon_validator.py	4	neuro,neuron,coherence,entropy	157
scripts/run_backtest.py	4	neuro,neuron,hpc,regime	39
scripts/run_cross_asset_kuramoto_shadow.py	4	kuramoto,forman,phase,regime	604
scripts/run_microstructure_cycle.py	4	neuro,ricci,phase,regime	162
scripts/tests/test_gen_synth_amm_data.py	4	neuro,neuron,kappa,regime	140
scripts/tests/test_integrate_kuramoto_ricci.py	4	neuro,neuron,kuramoto,ricci	257
scripts/validate.py	4	neuro,neuron,hpc,regime	170
src/geosync/core/neuro/desensitization/__init__.py	4	neuro,neuron,reward,desensitization	27
src/geosync/core/neuro/desensitization/integration.py	4	neuro,neuron,reward,desensitization	59
src/geosync/core/neuro/desensitization/manager.py	4	neuro,neuron,reward,desensitization	56
src/geosync/core/neuro/desensitization/reward_desensitizer.py	4	neuro,neuron,dopamine,reward	75
src/geosync/core/neuro/dopamine/__init__.py	4	neuro,neuron,dopamine,neuromod	59
src/geosync/core/neuro/dopamine/ddm_adapter.py	4	neuro,neuron,dopamine,coherence	115
src/geosync/core/neuro/na_ach/__init__.py	4	neuro,neuron,neuromod,arousal	33
src/geosync/core/neuro/na_ach/neuromods.py	4	neuro,neuron,neuromod,arousal	217
src/geosync/core/neuro/nak/integration.py	4	neuro,neuron,reward,desensitization	78
src/geosync/core/neuro/serotonin/receptors/__init__.py	4	neuro,neuron,serotonin,receptor	24
src/geosync/core/neuro/serotonin/receptors/ht7.py	4	neuro,neuron,receptor,phase	30
src/geosync/nlca_core.py	4	neuro,neuron,gamma,binding	847
src/geosync/protocol/divconv.py	4	neuro,neuron,kappa,κ	277
src/geosync/risk/automated_testing.py	4	neuro,neuron,phase,regime	726
src/geosync/risk/risk_core.py	4	neuro,neuron,homeostasis,regime	188
src/geosync/sdk/mlsdm/api/app.py	4	neuro,neuron,arousal,free energy	181
src/geosync/sdk/mlsdm/facade.py	4	neuro,neuron,reward,arousal	564
strategies/quantum_neural.py	4	neuro,neuron,forman,entropy	819
tacl/dr_free.py	4	neuro,neuron,free energy,entropy	208
tacl/energy_model.py	4	neuro,neuron,free energy,entropy	329
tacl/release_gates.py	4	neuro,neuron,forman,entropy	166
tests/TEST_PLAN.md	4	kuramoto,ricci,forman,curvature	33
tests/analytics/signals/test_igs_core.py	4	neuro,neuron,entropy,regime	414
tests/analytics/test_irreversibility.py	4	neuro,neuron,entropy,regime	71
tests/conftest_coherence.py	4	neuro,kuramoto,ricci,coherence	67
tests/core/agent/test_pqf_pscs.py	4	neuro,neuron,entropy,binding	113
tests/core/cross_asset_kuramoto/test_invariants.py	4	kuramoto,forman,phase,regime	142
tests/core/dro_ara/test_falsification.py	4	neuro,neuron,gamma,regime	150
tests/core/dro_ara/test_invariants.py	4	neuro,neuron,gamma,regime	139
tests/core/dro_ara/test_properties.py	4	neuro,neuron,gamma,regime	249
tests/core/neuro/serotonin/test_serotonin_receptors.py	4	neuro,neuron,serotonin,receptor	140
tests/core/risk_monitoring/test_advanced_risk_manager.py	4	neuro,neuron,free energy,entropy	984
tests/core/risk_monitoring/test_math_accuracy.py	4	neuro,neuron,free energy,entropy	488
tests/core/test_digital_governance.py	4	neuro,neuron,dopamine,free energy	583
tests/core/validation/test_physics_validator.py	4	neuro,neuron,free energy,entropy	239
tests/execution/test_capital_optimizer.py	4	neuro,neuron,aversion,gamma	143
tests/formal/test_cryptographic_proofs.py	4	neuro,neuron,entropy,binding	326
tests/formal/test_tla_specs_present.py	4	neuro,neuron,kuramoto,ricci	148
tests/generated/test_neuro_calibration_autogen.py	4	neuro,neuron,kappa,ricci	117
tests/geosync_hpc/test_hpc_active_inference_v4.py	4	neuro,neuron,hpc,reward	352
tests/geosync_hpc/test_runtime_state.py	4	neuro,neuron,hpc,aversion	282
tests/geosync_hpc/test_synthetic.py	4	neuro,neuron,hpc,regime	78
tests/governance/test_validate_pr_proof.py	4	neuro,neuron,hpc,regime	200
tests/integration/test_extended_pipeline.py	4	neuro,neuron,kappa,forman	230
tests/integration/test_module_interaction_orchestrator.py	4	neuro,neuron,neuromod,phase	380
tests/integration/test_modules_flow.py	4	neuro,neuron,forman,regime	189
tests/neuro/advanced/test_geosync_adapter.py	4	neuro,neuron,curvature,entropy	27
tests/neuro/advanced/test_integrated_system.py	4	neuro,neuron,reward,regime	64
tests/neuro/test_shock_generator.py	4	neuro,neuron,reward,phase	141
tests/performance/test_stress.py	4	neuro,neuron,forman,entropy	245
tests/property/research_extensions/test_drfree_properties.py	4	neuro,neuron,free energy,entropy	203
tests/property/test_backtest_properties.py	4	neuro,neuron,forman,oscillat	176
tests/property/test_strategy_properties.py	4	neuro,neuron,kappa,forman	251
tests/research/test_validate_physics_2026_translation.py	4	hpc,binding,regime,roughness	340
tests/runtime/test_cns_stabilizer.py	4	neuro,neuron,cns,phase	295
tests/runtime/test_kill_switch_controller.py	4	neuro,neuron,homeostasis,phase	80
tests/strategies/test_amm_combo_edge_cases.py	4	neuro,neuron,kappa,entropy	143
tests/tacl/test_dr_free.py	4	neuro,neuron,free energy,entropy	236
tests/tacl/test_energy_model_invariants.py	4	neuro,neuron,free energy,entropy	82
tests/tacl/test_validate_energy.py	4	neuro,neuron,free energy,entropy	96
tests/test_crisis_predictor.py	4	neuro,neuron,free energy,entropy	381
tests/test_energy.py	4	neuro,neuron,reward,entropy	342
tests/test_envs_market.py	4	neuro,neuron,reward,regime	67
tests/test_gaba_inhibition_gate_smoke.py	4	neuro,neuron,gaba,inhibition	27
tests/test_l2_killtest.py	4	kappa,κ,ricci,regime	371
tests/test_monotonic.py	4	neuro,neuron,gamma,entropy	122
tests/test_policy.py	4	neuro,neuron,hpc,gamma	33
tests/test_recovery_agent.py	4	neuro,neuron,reward,gamma	58
tests/test_ricci_calibrator.py	4	kappa,κ,ricci,regime	90
tests/test_thermo_hpc_ai.py	4	neuro,neuron,hpc,reward	254
tests/test_thermo_optimizations.py	4	neuro,neuron,forman,entropy	494
tests/unit/backtest/test_data_validation_and_anti_leakage.py	4	neuro,neuron,forman,oscillat	584
tests/unit/backtest/test_dopamine_td.py	4	neuro,neuron,dopamine,gamma	215
tests/unit/coherence/test_claim_gauge_witness.py	4	neuro,neuron,hpc,coherence	261
tests/unit/compliance/test_regulatory_compliance.py	4	neuro,neuron,gamma,regime	269
tests/unit/core/agent/test_strategy_memory.py	4	neuro,neuron,kappa,entropy	427
tests/unit/core/neuro/test_dopamine_execution_adapter.py	4	neuro,neuron,dopamine,reward	129
tests/unit/core/neuro/test_ecs_lyapunov.py	4	neuro,neuron,free energy,lyapunov	152
tests/unit/core/risk_monitoring/test_risk_monitoring.py	4	neuro,neuron,forman,regime	543
tests/unit/core/test_capital_weighted_kuramoto.py	4	neuro,neuron,gamma,kuramoto	341
tests/unit/core/test_core_deep_coverage.py	4	neuro,neuron,kuramoto,phase	236
