fold_id,asset,test_start_ts,test_end_ts,in_2022,n_test,sharpe_test
26,USDCAD,2010-01-18,2010-04-14,False,63,1.7119
26,USDCHF,2010-01-18,2010-04-14,False,63,0.6898
26,EURGBP,2010-01-18,2010-04-14,False,63,-4.3048
26,EURJPY,2010-01-18,2010-04-14,False,63,0.5999
27,EURUSD,2010-02-16,2010-05-13,False,63,0.9705
27,GBPUSD,2010-02-16,2010-05-13,False,63,0.7735
27,USDJPY,2010-02-16,2010-05-13,False,63,1.2746
27,AUDUSD,2010-02-16,2010-05-13,False,63,-1.8428
27,USDCAD,2010-02-16,2010-05-13,False,63,1.7119
27,USDCHF,2010-02-16,2010-05-13,False,63,-2.2645
27,EURGBP,2010-02-16,2010-05-13,False,63,-1.0068
27,EURJPY,2010-02-16,2010-05-13,False,63,-1.8068
28,EURUSD,2010-03-17,2010-06-11,False,63,-0.1521
28,GBPUSD,2010-03-17,2010-06-11,False,63,1.2289
28,USDJPY,2010-03-17,2010-06-11,False,63,1.556
28,AUDUSD,2010-03-17,2010-06-11,False,63,-2.1551
28,USDCAD,2010-03-17,2010-06-11,False,63,1.7119
28,USDCHF,2010-03-17,2010-06-11,False,63,-2.4467
28,EURGBP,2010-03-17,2010-06-11,False,63,2.0744
28,EURJPY,2010-03-17,2010-06-11,False,63,-2.3167
29,EURUSD,2010-04-15,2010-07-12,False,63,0.3297
29,GBPUSD,2010-04-15,2010-07-12,False,63,0.0
29,USDJPY,2010-04-15,2010-07-12,False,63,1.4491
29,AUDUSD,2010-04-15,2010-07-12,False,63,-2.3197
29,USDCAD,2010-04-15,2010-07-12,False,63,0.0
29,USDCHF,2010-04-15,2010-07-12,False,63,-4.6492
29,EURGBP,2010-04-15,2010-07-12,False,63,3.0534
29,EURJPY,2010-04-15,2010-07-12,False,63,-2.1052
30,EURUSD,2010-05-14,2010-08-10,False,63,1.1577
30,GBPUSD,2010-05-14,2010-08-10,False,63,0.0
30,USDJPY,2010-05-14,2010-08-10,False,63,2.2914
30,AUDUSD,2010-05-14,2010-08-10,False,63,-1.3997
30,USDCAD,2010-05-14,2010-08-10,False,63,-0.1387
